Initialised
         12256924 function calls (12247285 primitive calls) in 24.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3431(<listcomp>)
    12038    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
       10    0.000    0.000    0.002    0.000 pyparsing.py:2675(__init__)
        1    0.000    0.000    0.002    0.002 path.py:10(<module>)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3358(<listcomp>)
        3    0.000    0.000    0.002    0.001 generic.py:8747(_add_numeric_operations)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
       42    0.000    0.000    0.002    0.000 ops.py:1367(_flex_method_SERIES)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.002    0.002 artist.py:1217(get_setters)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1260(setParseAction)
        1    0.000    0.000    0.002    0.002 __init__.py:134(<module>)
        1    0.000    0.000    0.002    0.002 format.py:5(<module>)
     1536    0.001    0.000    0.002    0.000 colors.py:116(_is_nth_color)
        5    0.000    0.000    0.002    0.000 config.py:769(is_instance_factory)
       23    0.000    0.000    0.002    0.000 pyparsing.py:1049(_trim_arity)
        1    0.000    0.000    0.002    0.002 pytables.py:1(<module>)
     5978    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       71    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
 1019/977    0.001    0.000    0.002    0.000 typing.py:1164(__setattr__)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
       22    0.000    0.000    0.002    0.000 pyparsing.py:1057(extract_stack)
       37    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
     5874    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
     3625    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       71    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      349    0.000    0.000    0.002    0.000 defmatrix.py:929(getT)
       22    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.002    0.002 testing.py:5(<module>)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
      100    0.002    0.000    0.002    0.000 {method 'randint' of 'mtrand.RandomState' objects}
       22    0.000    0.000    0.002    0.000 traceback.py:319(extract)
     1113    0.001    0.000    0.001    0.000 generic.py:7(_check)
3556/3487    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.001    0.001 __init__.py:9(<module>)
       60    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4916(srange)
        1    0.000    0.000    0.001    0.001 array.py:3(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
        1    0.000    0.000    0.001    0.001 eval.py:4(<module>)
      202    0.001    0.000    0.001    0.000 dtypes.py:459(construct_from_string)
        1    0.000    0.000    0.001    0.001 gridspec.py:14(<module>)
      282    0.000    0.000    0.001    0.000 function_base.py:3895(add_newdoc)
       72    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      832    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
      378    0.000    0.000    0.001    0.000 font_manager.py:850(_json_decode)
       40    0.000    0.000    0.001    0.000 fromnumeric.py:1821(sum)
        1    0.000    0.000    0.001    0.001 signals.py:1(<module>)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4012(parseImpl)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
        1    0.000    0.000    0.001    0.001 json.py:2(<module>)
     6646    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 pyparsing.py:5028(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5057(makeHTMLTags)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1564(_parseCache)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
       12    0.001    0.000    0.001    0.000 artist.py:1125(<listcomp>)
     5346    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 groupby.py:3409(SeriesGroupBy)
      210    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
     1446    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
       17    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
       71    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
     1035    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      112    0.000    0.000    0.001    0.000 deprecation.py:237(finalize)
      349    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 expr.py:2(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:625(<listcomp>)
      429    0.000    0.000    0.001    0.000 copy.py:268(_reconstruct)
        1    0.000    0.000    0.001    0.001 cycler.py:41(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:88(<module>)
      200    0.000    0.000    0.001    0.000 random.py:255(choice)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
      832    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3803(parseImpl)
      100    0.000    0.000    0.001    0.000 algorithms.py:172(_ensure_arraylike)
      270    0.001    0.000    0.001    0.000 enum.py:70(__setitem__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 colors.py:61(<module>)
       88    0.000    0.000    0.001    0.000 traceback.py:283(line)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
       84    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     2424    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       66    0.000    0.000    0.001    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 engines.py:3(<module>)
     1033    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      516    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 testing.py:1(<module>)
      140    0.000    0.000    0.001    0.000 enum.py:797(__or__)
       46    0.001    0.000    0.001    0.000 {built-in method io.open}
      100    0.000    0.000    0.001    0.000 inference.py:287(is_array_like)
      120    0.000    0.000    0.001    0.000 six.py:130(callable)
      240    0.000    0.000    0.001    0.000 distance.py:183(_convert_to_type)
     2746    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
       66    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 groupby.py:1171(GroupBy)
        1    0.000    0.000    0.001    0.001 patches.py:3102(ArrowStyle)
     2415    0.001    0.000    0.001    0.000 inspect.py:2779(<genexpr>)
       54    0.000    0.000    0.001    0.000 __init__.py:961(_open_file_or_url)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3613(parseImpl)
     2424    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
     2059    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 excel.py:3(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4156(parseImpl)
       66    0.000    0.000    0.001    0.000 pyparsing.py:1843(__add__)
      202    0.001    0.000    0.001    0.000 dtypes.py:401(__new__)
       39    0.000    0.000    0.001    0.000 contextlib.py:79(__enter__)
     1112    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.001    0.001 lapack.py:461(<module>)
    70/26    0.000    0.000    0.001    0.000 abc.py:196(__subclasscheck__)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
      118    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
        1    0.000    0.000    0.001    0.001 window.py:1428(Rolling)
     1098    0.001    0.000    0.001    0.000 _weakrefset.py:70(__contains__)
        4    0.000    0.000    0.001    0.000 base.py:4757(_add_logical_methods)
     2028    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
       88    0.000    0.000    0.001    0.000 docstring.py:122(<lambda>)
        1    0.000    0.000    0.001    0.001 __init__.py:27(<module>)
       11    0.000    0.000    0.001    0.000 ops.py:861(add_methods)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4092(parseImpl)
      451    0.001    0.000    0.001    0.000 artist.py:1204(_replace_path)
     5758    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      200    0.001    0.000    0.001    0.000 random.py:223(_randbelow)
        1    0.000    0.000    0.001    0.001 table_schema.py:5(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:146(<module>)
      207    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      200    0.000    0.000    0.001    0.000 common.py:444(is_period_dtype)
        1    0.000    0.000    0.001    0.001 patches.py:1927(BoxStyle)
        7    0.000    0.000    0.001    0.000 pyplot.py:621(close)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
     1592    0.000    0.000    0.001    0.000 artist.py:1225(is_alias)
        7    0.000    0.000    0.001    0.000 _pylab_helpers.py:67(destroy_all)
       19    0.000    0.000    0.001    0.000 path.py:96(__init__)
        1    0.000    0.000    0.001    0.001 window.py:1713(Expanding)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.001    0.001 multi.py:3(<module>)
       48    0.000    0.000    0.001    0.000 config.py:726(inner)
      100    0.000    0.000    0.001    0.000 inference.py:251(is_list_like)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3456(__init__)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _misc.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base.py:183(Index)
       39    0.000    0.000    0.001    0.000 __init__.py:1563(_add_data_doc)
      413    0.000    0.000    0.001    0.000 sre_compile.py:388(_simple)
       71    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
        1    0.000    0.000    0.001    0.001 panel.py:107(Panel)
        7    0.001    0.000    0.001    0.000 {built-in method gc.collect}
        1    0.000    0.000    0.001    0.001 stata.py:11(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.001    0.001 series.py:39(SparseSeries)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3326(__init__)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
     1391    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
       48    0.000    0.000    0.001    0.000 config.py:414(register_option)
        1    0.000    0.000    0.001    0.001 groupby.py:4584(DataFrameGroupBy)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
      764    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
        1    0.001    0.001    0.001    0.001 artist.py:69(Artist)
      969    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
       39    0.000    0.000    0.001    0.000 inspect.py:2817(replace)
      517    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 datetimelike.py:4(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
      100    0.000    0.000    0.001    0.000 defmatrix.py:250(_collapse)
     2268    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      770    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
     4709    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       45    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
     1445    0.000    0.000    0.001    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
